"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000169972"	321.739577536541	0.018106876884341	0.111297691381103	0.162688701442511	0.870763543410212	0.91953035588254
"ENSG00000127054"	2520.90506969001	-0.0978227482939091	0.103717857308288	-0.943162063241854	0.345598014585475	0.50148622923
"ENSG00000224051"	964.933800816896	-0.13859540356509	0.0928769240621859	-1.49224799340139	0.135634144914812	0.259949181333136
"ENSG00000169962"	64.3746425395379	0.428740326180894	0.165515116320989	2.59033939443588	0.00958813499412829	0.0355419178446537
"ENSG00000107404"	4219.26420851609	0.0387351077373799	0.0969545038928262	0.399518394526549	0.689511272765584	0.794436811103405
"ENSG00000162576"	961.787913747131	-0.287065263158	0.157800232922663	-1.81916881769552	0.0688856785493468	0.157984693058843
"ENSG00000175756"	2256.40332538431	0.0479819313236041	0.122430038725732	0.391913061720853	0.695122451621182	0.798132499666182
"ENSG00000221978"	5298.83073454513	-0.00904091171018754	0.0816006956334367	-0.110794542129895	0.911779273455301	0.946446954222311
"ENSG00000242485"	1589.1764325512	-0.00792999938891929	0.0955070190948547	-0.0830305402060916	0.933827255876684	0.960260863222653
"ENSG00000235098"	959.617846249527	-0.101852408818829	0.13429827124694	-0.758404466961073	0.448208884543495	0.598760619351711
"ENSG00000205116"	193.052863778226	-2.56842098089712	0.389544704775301	-6.59339210471015	4.29889209123148e-11	9.28560691705999e-09
"ENSG00000179403"	1730.53714553744	-0.746422974325657	0.223428742683776	-3.3407652272478	0.000835478384686129	0.00560390682495591
"ENSG00000215915"	247.319838766772	0.327511645603596	0.237272620646013	1.3803179006153	0.167488785788594	0.302058078759436
"ENSG00000160072"	1007.28143217977	-0.485939513627176	0.0994857321675723	-4.88451462375194	1.03683947714474e-06	3.25401212279499e-05
"ENSG00000197785"	732.652306139412	-0.190055175725481	0.0894278263975364	-2.12523532530717	0.0335669817985716	0.0929225211410407
"ENSG00000205090"	581.581178979499	-0.0710272195066949	0.123875943858201	-0.573373790701433	0.566391632348655	0.700062159871706
"ENSG00000160075"	3389.42271099893	0.204781418372227	0.0823780981081924	2.48587213197462	0.0129234391309689	0.0446923952984436
"ENSG00000228594"	781.802712617174	-0.285408478474989	0.152474989592547	-1.87183799282541	0.0612290202720129	0.145356402796354
"ENSG00000197530"	3689.05417165079	-0.157474952598077	0.0945995354540698	-1.66464826536632	0.0959829500433549	0.201152677788513
"ENSG00000189409"	138.45300542077	0.272805105087542	0.182164288015108	1.49757731364402	0.13424310461608	0.257932658274241
"ENSG00000248333"	1651.61361408663	0.00934783388724528	0.08478647656481	0.110251472475093	0.912209941914146	0.946495534667687
"ENSG00000189339"	3742.26913471339	-0.0261022141049218	0.0914166557104397	-0.285530179397505	0.77523798646772	0.854458403077448
"ENSG00000008128"	1186.76399079401	0.18670378604361	0.135238927089714	1.38054767263685	0.167418082017075	0.301998716054727
"ENSG00000008130"	1167.4564783504	0.0353394823301496	0.0589075489730119	0.599914322463835	0.548563336693682	0.685393291152334
"ENSG00000078369"	20674.4217394393	-0.135735541518453	0.0779941217506254	-1.740330405315	0.0818010180557603	0.178881629467994
"ENSG00000169885"	47.9383110870039	-0.474008289267815	0.174174799459225	-2.72145161492654	0.00649958991601539	0.0265987104921121
"ENSG00000178821"	31.5673430014563	-0.40217956783032	0.185637286903741	-2.16648053059978	0.0302744860433667	0.0857383743651972
"ENSG00000142609"	230.03141855158	-0.453009965914608	0.151395960160522	-2.99221964333982	0.00276956920828266	0.0138773649608746
"ENSG00000187730"	3460.36813598775	-0.600764940192411	0.146385073860532	-4.10400407875455	4.06060298370159e-05	0.000560005850659933
"ENSG00000067606"	4866.23745542124	-0.132100168486468	0.0982955680455607	-1.34390767674529	0.178978243288627	0.315915328783605
"ENSG00000162585"	2286.8514403389	0.13465738067139	0.117184460056148	1.14910612385696	0.250512223553271	0.399938811553684
"ENSG00000157933"	2712.80624825284	-0.0486930532943496	0.101791986507055	-0.478358414696769	0.632395126459061	0.752042534135974
"ENSG00000116151"	247.097140411761	-0.308536610077702	0.109336801711614	-2.82189167094439	0.00477413007675336	0.0210683862912274
"ENSG00000157916"	2688.9621480165	0.0124430570064224	0.0508738947567283	0.244586286658872	0.806776783272189	0.876173400178195
"ENSG00000157911"	1060.152625212	-0.041085380832068	0.0728084579026461	-0.564294067139895	0.572554018420234	0.705279240939352
"ENSG00000149527"	2382.76975968404	-0.085485591133138	0.138515409259472	-0.617155821075497	0.537131952536961	0.675546237261057
"ENSG00000157881"	998.979964570366	0.169868559852229	0.0805456133496168	2.10897344731732	0.0349468736378028	0.0958625069892981
"ENSG00000197921"	96.1759748416234	-0.101683712583415	0.207254381656805	-0.490622739893595	0.623693299933503	0.745633037108235
"ENSG00000157873"	764.544248763136	0.0161137351408159	0.128389686314764	0.125506460864083	0.900122610454388	0.939197062830664
"ENSG00000157870"	2089.00541983597	-0.13999971077881	0.0926190019505304	-1.51156574601815	0.130644371268885	0.252719306591052
"ENSG00000142606"	403.902091923739	0.0242096207089694	0.100090055021459	0.241878383459565	0.80887440036703	0.877497516999227
"ENSG00000215912"	84.4659501035018	-0.325492649645114	0.202940151656834	-1.60388492364741	0.108739420608143	0.220372396182756
"ENSG00000142611"	673.755901442497	0.241824166259418	0.18069653375763	1.33828890477655	0.18080227725643	0.318043499722739
"ENSG00000130762"	91.4464160972852	0.00963596130693388	0.143661296956601	0.0670741634042523	0.946522662180097	0.968765975045571
"ENSG00000162591"	437.815040470398	-0.0703487798385614	0.135003130896333	-0.521089987850589	0.602304085291828	0.728949641720358
"ENSG00000158109"	5820.35287184827	-0.176342794644854	0.0856275268960188	-2.05941711780366	0.0394542973257407	0.104931362471654
"ENSG00000116213"	545.741811059835	0.0153010339890039	0.0741059350345589	0.206475149147883	0.836419774619428	0.896216559386305
"ENSG00000078900"	56.637362805186	-0.117474561331183	0.181985610731589	-0.645515658402499	0.518593074351955	0.660440737825006
"ENSG00000235169"	17.1775149735969	-0.00254271889321177	0.240667621603573	-0.0105652720389622	0.991570289387425	0.994872967907614
"ENSG00000130764"	2305.63442546083	-0.0983369770628842	0.0679626401778201	-1.44692697054722	0.147917378414798	0.276301434682964
"ENSG00000116198"	1022.13375226093	-0.0836261922455583	0.0943394399673339	-0.886439354256447	0.375380820453896	0.531016295785781
"ENSG00000169598"	464.717762087253	0.00354829543933718	0.11135050658773	0.0318660017639128	0.974578911524627	0.98648396167848
"ENSG00000198912"	538.053225453969	-0.00624025773190125	0.0565244944768747	-0.11039917808472	0.912092804939156	0.946446954222311
"ENSG00000196581"	2093.68325710252	0.0563734160404516	0.11132057291408	0.506406089770685	0.612571600372023	0.737207388285098
"ENSG00000131697"	714.948005847357	-0.291727882045603	0.0814220420336659	-3.58291041048787	0.000339787169186281	0.00282431519098987
"ENSG00000069424"	13587.6142110772	-0.369825623124404	0.107308637723129	-3.44637329269433	0.000568164933801216	0.00416584784489846
"ENSG00000116254"	10240.3135062061	-0.396756302018692	0.149411155202379	-2.65546639727992	0.0079198823592623	0.0307335274655131
"ENSG00000116251"	6878.47737561806	0.33505307227369	0.0901346390754773	3.71725094492387	0.000201402369525018	0.00189254290093351
"ENSG00000158286"	629.17008885286	-0.35794361983538	0.128497848481156	-2.78560010199605	0.00534287403453834	0.0230858806823761
"ENSG00000116237"	1849.21580366617	0.0108825428926347	0.0566221488201938	0.192195865388167	0.847588784472645	0.90385343458608
"ENSG00000158292"	476.130174801482	0.00530551907172836	0.130386870252881	0.0406905930132266	0.967542561073939	0.982104546656877
"ENSG00000097021"	4443.45984383973	-0.25865244743433	0.131092157890347	-1.97305812641121	0.0484889402750334	0.122170116859416
"ENSG00000187017"	169.287477276121	0.490543215982445	0.223988899772008	2.19003359756557	0.0285218002899415	0.0818444631195598
"ENSG00000215788"	1296.71901947898	-0.0547137072899797	0.183470284314309	-0.298215634725065	0.765538589609934	0.847863692927189
"ENSG00000171680"	2383.66707118346	-0.379911216939526	0.14695962801696	-2.58514002835991	0.00973394561252182	0.0359241252991339
"ENSG00000162408"	684.515415198267	-0.383035148395546	0.0764399082701191	-5.01093155478416	5.41671794628634e-07	1.92830333303877e-05
"ENSG00000204859"	514.474400276147	-0.0629670397349375	0.0963218611077445	-0.653714940832625	0.513295475604116	0.655784100556006
"ENSG00000162413"	2250.01460420807	0.0350423956689791	0.111989286553592	0.312908464259299	0.754350206729175	0.840129160002727
"ENSG00000116273"	670.798068806527	-0.0616917734421078	0.0594280882419718	-1.03809116643495	0.299227613609096	0.452792424175983
"ENSG00000041988"	1123.04309684077	0.0510307777534201	0.0873906595628826	0.583938581178696	0.559261634859335	0.694515010620577
"ENSG00000007923"	1366.63700335807	-0.17525294886208	0.0699681229276271	-2.50475418703681	0.012253652173016	0.042933445053373
"ENSG00000171735"	5289.8975904399	-0.119526719284094	0.0965462402500562	-1.23802562352007	0.215706559974715	0.360355825546482
"ENSG00000049245"	2230.35044433251	0.195882078356131	0.138986547894042	1.4093599799706	0.15872875139084	0.2903548137138
"ENSG00000049246"	1836.66450184073	-0.0925618561609311	0.0959008180828436	-0.965183175819958	0.334453072174706	0.49044934914133
"ENSG00000116288"	5936.27128816564	0.152174433180923	0.0895546073031551	1.69923622874913	0.0892746827738704	0.19055886864475
"ENSG00000116285"	1294.48497479177	0.223574926063462	0.0893928050371874	2.50103938421504	0.0123829406798379	0.0432820738741588
"ENSG00000162426"	730.061265728011	-0.389714226427235	0.101664093337116	-3.83335171381455	0.000126409013916056	0.00132929057791726
"ENSG00000142599"	5750.59209769476	0.197145202233947	0.0761746257724852	2.58806919278831	0.00965155912316846	0.035719037051337
"ENSG00000074800"	21540.9507264152	0.0376620592093444	0.0679292138719828	0.554430959267703	0.57928394322606	0.710383598391281
"ENSG00000142583"	502.712222973794	0.629237065865576	0.246455857709135	2.55314307281832	0.0106755633711018	0.0385100891274409
"ENSG00000180758"	36.0429895491133	-0.101044455381189	0.155560522380992	-0.649550758988298	0.515982448833264	0.657902318295381
"ENSG00000049239"	992.494524683949	-0.301298958693471	0.131074486874568	-2.29868501397834	0.0215228321132228	0.0662853465313591
"ENSG00000171621"	359.923745322938	0.00648460042487914	0.182295844382329	0.0355718499609842	0.971623754587574	0.984746312429635
"ENSG00000171612"	976.781329310263	0.0751805142421232	0.0864125888800308	0.8700180751036	0.384290526442266	0.539620466893893
"ENSG00000188807"	703.246672892775	-0.32374470708614	0.0833213778280551	-3.88549392155074	0.000102122048328947	0.00113026149636345
"ENSG00000171608"	1807.98448406367	0.0656973209560318	0.123709012878539	0.531063335058176	0.59537489075084	0.723659881351446
"ENSG00000171603"	24709.3077246626	-0.291324716393094	0.102479692502002	-2.84275556727888	0.00447253570980526	0.0200222374864962
"ENSG00000178585"	1636.59053026072	-0.407677259353305	0.0838733786978351	-4.86062759939619	1.17014192496473e-06	3.55254622792624e-05
"ENSG00000162441"	1409.32858341453	0.160922898858431	0.0749883805083369	2.14597111935949	0.0318752829408201	0.0892693810113824
"ENSG00000173614"	319.468713984312	0.040444585329994	0.0689214910956074	0.586821101619661	0.55732386315877	0.692951774954715
"ENSG00000162444"	128.411543919757	-0.399178238166276	0.286144102199804	-1.39502521665655	0.163008235495344	0.296317938832888
"ENSG00000130939"	2386.86604715388	-0.121109892882918	0.0625338726270381	-1.93670866356281	0.0527809661366989	0.130293584977451
"ENSG00000054523"	15278.1198221257	-0.212445156335699	0.0867222942098085	-2.44971789862625	0.014296817628903	0.0483129668034643
"ENSG00000142657"	2211.42466040789	-0.0478550879636567	0.05956633738001	-0.803391480298007	0.42174849778738	0.574846762908969
"ENSG00000251503"	274.199731866065	-0.191436925370539	0.145244777422211	-1.3180296652874	0.18749371747262	0.326281935773801
"ENSG00000175279"	167.740238332542	0.101904784589927	0.110003319562853	0.92637917650932	0.354248961896122	0.510670581434669
"ENSG00000241563"	186.170245979305	-0.383735579933126	0.173494262525645	-2.21180559141778	0.026980100612058	0.0785375939142477
"ENSG00000160049"	1356.52196274925	-0.0330463432330826	0.0765361052575483	-0.431774560802118	0.665905270449946	0.777580220449487
"ENSG00000142655"	962.441023077203	-0.19916514717658	0.0833022575609727	-2.39087334494868	0.0168083501439374	0.0548519127604523
"ENSG00000130940"	99.0076019957163	-0.0644236338101285	0.134390168159018	-0.479377581653881	0.631670039059985	0.751403877676177
"ENSG00000120948"	5221.67721113092	0.188604865208242	0.0469047510911649	4.02101835785603	5.79470883876301e-05	0.000734517256770721
"ENSG00000009724"	295.698437731478	-0.0940437149660264	0.0767320651101423	-1.22561167656617	0.220344841659171	0.365731251202512
"ENSG00000116649"	1355.7833941723	-0.146084600337549	0.101771015137806	-1.43542441961239	0.151166191495562	0.280306311469265
"ENSG00000171824"	2334.79802892457	0.0209675633356751	0.0699115109264752	0.299915751466541	0.764241419162395	0.846896481135033
"ENSG00000198793"	2325.20820556054	-0.111756401196615	0.0784987647059199	-1.42367082609884	0.154541782684854	0.284847307937582
"ENSG00000171819"	17.4795957143041	1.06634716657747	0.345003186952721	3.09083280069412	0.00199595991161109	0.0108367606070624
"ENSG00000120942"	473.208533346033	0.0190256210752802	0.0875632007962186	0.217278730131822	0.827991132048418	0.890380130157556
"ENSG00000204624"	384.361844840867	-0.22709320310552	0.145677454152111	-1.55887679687482	0.119025543097913	0.236182990494713
"ENSG00000116661"	5600.18190671	0.225640079665958	0.130433846384516	1.72991969431596	0.0836446240587563	0.181753081967803
"ENSG00000132879"	6080.17495837615	-0.114350579409158	0.0915072042661126	-1.24963471812137	0.211433014601241	0.355750129588109
"ENSG00000116663"	302.572637076787	0.0230524855159133	0.0719207108217982	0.320526385967343	0.74856933147681	0.836079393077026
"ENSG00000116670"	532.889578890407	0.244528320337819	0.108113575973591	2.26177256774441	0.0237114585514121	0.0713486358218695
"ENSG00000162490"	84.4101534269251	-0.0241355279734759	0.187824061141326	-0.128500724703825	0.897752724748869	0.937607848033972
"ENSG00000177674"	261.233483117094	0.0784004678290746	0.194637087367214	0.402803334603747	0.687092907840806	0.793131583659092
"ENSG00000215910"	178.823714132439	-0.438271979433637	0.148244571197429	-2.95641166414085	0.0031124137165258	0.0151627006537483
"ENSG00000177000"	1062.57333758801	-0.120217004021188	0.0670057902008329	-1.79412859188539	0.0727926463906081	0.1640605837433
"ENSG00000011021"	2904.60914369999	-0.10214486709491	0.0722788596698554	-1.41320529351836	0.157595370545449	0.288843527439336
"ENSG00000175206"	63.9734160417249	0.0617880824721812	0.167015668317652	0.369953807894626	0.711416908275461	0.809171554961572
"ENSG00000116685"	1191.34501634833	-0.0626573467114824	0.0790695593221614	-0.792433235351559	0.428108106804087	0.580643188727749
"ENSG00000083444"	1420.83672252031	0.259665865603456	0.114088939617749	2.27599508307692	0.0228463039039925	0.0693063810213353
"ENSG00000116688"	5289.04756947425	-0.251922798549468	0.0598343531690126	-4.2103371258626	2.5498989913815e-05	0.000391147653342052
"ENSG00000116691"	669.617734471999	0.0759335761772125	0.129468374982604	0.58650289066666	0.557537619555329	0.693138470169743
"ENSG00000028137"	429.6818390458	0.736513557800976	0.235181737256641	3.13167836241153	0.00173810174174252	0.00976386161717803
"ENSG00000048707"	4168.37308977184	-0.142289888629412	0.0890209507245298	-1.59838653116298	0.109956980274689	0.222249920676609
"ENSG00000162496"	789.694903327243	0.658444465343405	0.170122974676395	3.87040296347914	0.000108655600893777	0.00118407699429711
"ENSG00000162494"	45.4098672188369	0.113979274954737	0.189723493963836	0.60076521137895	0.547996378087718	0.684791971491993
"ENSG00000162493"	290.398019256009	0.0827378870355537	0.208143279622415	0.397504484341965	0.690995480353916	0.795338932669186
"ENSG00000116731"	4052.34029081082	-0.143294965339906	0.0777400874804888	-1.84325706317053	0.0652914869196551	0.151909625461975
"ENSG00000189337"	2442.51963424934	-0.354898174075334	0.0901343891241606	-3.93743362021858	8.23577039953676e-05	0.000965814776714568
"ENSG00000171729"	160.22171367542	0.36260494843742	0.127124031757776	2.8523713685256	0.00433943711475189	0.0195881284502102
"ENSG00000142621"	62.0033457100714	-0.688518304448096	0.215872868198387	-3.18946197451431	0.00142537889984663	0.00838853326036398
"ENSG00000142634"	4985.68400309859	-0.41705063396102	0.125528668818659	-3.32235367335489	0.000892614749570055	0.00589956502697862
"ENSG00000162438"	9.67136235162323	-0.185909469349962	0.297308414087087	-0.625308469391336	0.531768622386912	0.671141152208566
"ENSG00000215704"	21.8530212935748	-0.372306574530904	0.177238992314643	-2.10059067516005	0.0356769133062177	0.0974303403872517
"ENSG00000132906"	576.199350389582	-0.127202326832034	0.0807492261891419	-1.57527610895098	0.115192726096896	0.230443120642401
"ENSG00000116138"	1090.71375246022	-0.142721917363517	0.0616820517422015	-2.31383219806014	0.0206769284502761	0.0642246452291514
"ENSG00000116771"	127.606907895068	-0.387088923644393	0.148417032283191	-2.60811658668527	0.00910419401960501	0.0341439317713201
"ENSG00000197312"	1070.44771805246	-0.0356992977066525	0.0665667294890896	-0.536293400331523	0.591755791059982	0.720547311975528
"ENSG00000215695"	83.2641705045379	-0.116779815845803	0.134604638655046	-0.867576459568206	0.385626238018114	0.540638353771353
"ENSG00000116786"	9101.76647161406	-0.104439018788074	0.131563353099704	-0.793830624770761	0.427294041521725	0.580080512967832
"ENSG00000162461"	206.571614905529	-0.253798430711223	0.165848355422324	-1.53030417494909	0.125941455365766	0.246214312936203
"ENSG00000162458"	141.34380437672	0.311196784084526	0.327720720102047	0.94957921484984	0.342326103907345	0.498473211702196
"ENSG00000233954"	298.956251150573	-0.725967277871812	0.140681785557227	-5.16035018319055	2.46488346989484e-07	1.04783769635104e-05
"ENSG00000065526"	2542.97312254068	0.0457452204563531	0.148515031796189	0.30801744377721	0.7580690590063	0.842668363353851
"ENSG00000116809"	1407.72249950351	0.139157849397569	0.101397058571898	1.37240518963276	0.169937335465582	0.30516552860149
"ENSG00000183888"	281.236255957931	0.784175341241754	0.183217014269783	4.28003558712662	1.86863431388038e-05	0.00031080385924104
"ENSG00000173641"	78.5553728666603	0.0727173696875023	0.250965897172111	0.289750003912416	0.772007498825499	0.852252770303666
"ENSG00000186510"	10.760963439695	0.0519455143995017	0.265597882613113	0.195579550139596	0.844939267774078	0.902580207531033
"ENSG00000184908"	9.58171226402445	0.618663603554791	0.280404542271511	2.20632518483153	0.0273612392279486	0.0794012432497331
"ENSG00000185519"	300.698334782398	0.00548954080305042	0.137442393483465	0.039940666514301	0.96814042976475	0.982340006967934
"ENSG00000142627"	133.393514443442	0.869746067184858	0.221372634480764	3.92887797186347	8.53431301173052e-05	0.000992812657783847
"ENSG00000142632"	48.4080654655238	0.589613803876126	0.193483970893529	3.0473521974623	0.00230867031816379	0.0120717335090684
"ENSG00000132881"	144.011520140685	-0.417959177483816	0.161417765670311	-2.58930097160111	0.00961709984192037	0.0356245014770001
"ENSG00000037637"	1119.76394298836	0.0329850002824496	0.0584506006256263	0.564322691801187	0.572534541010809	0.705279240939352
"ENSG00000055070"	860.670268755962	0.18109886422885	0.124526332663866	1.45430175573941	0.145862663912762	0.273421932682256
"ENSG00000187144"	574.372282633764	0.218984664714856	0.120088494525882	1.8235274376569	0.0682235453493318	0.156881765050168
"ENSG00000157191"	762.865343348137	0.215280743688572	0.12680469307461	1.69773482722681	0.0895578213876498	0.191043936615534
"ENSG00000219481"	728.174375745955	0.0549247333826268	0.13208196504219	0.415838251384907	0.677528366391416	0.786350087743276
"ENSG00000058453"	1373.20984914978	-0.0386612732859841	0.125502230771518	-0.308052478815045	0.758042400333785	0.842668363353851
"ENSG00000159363"	5475.4223911127	-0.493158261404095	0.106132801091871	-4.64661496097901	3.3742612650385e-06	8.30845174544871e-05
"ENSG00000117118"	1878.75124232558	0.0235921250162726	0.0635087136540683	0.371478552451539	0.710281127624124	0.808570154828288
"ENSG00000117115"	4422.96457634047	-0.460793872404248	0.182687341092078	-2.52230871416536	0.0116587339821508	0.0412468357615536
"ENSG00000159339"	56.1458601123174	-0.363204605832324	0.324263492543483	-1.12009095745991	0.262675003603006	0.414226248775695
"ENSG00000179051"	1567.93617414741	0.115262398987179	0.0837065519360037	1.37698180514354	0.168517873259856	0.303298016685682
"ENSG00000074964"	1400.0156919976	-0.015949430028042	0.101764493206164	-0.156728830710435	0.875458564251625	0.923042855606727
"ENSG00000117154"	2121.60557446455	-0.21420669374656	0.126494225634148	-1.69341084680101	0.0903772916722158	0.192330000011809
"ENSG00000009709"	141.928059279134	-0.706356195240396	0.186977310350658	-3.77776423201132	0.000158242576383776	0.00156713094232855
"ENSG00000159423"	2435.39016374641	-0.170533077910569	0.200063420158911	-0.852395094391141	0.393994841969864	0.548253179680736
"ENSG00000169991"	906.360420978773	-0.00506502098466853	0.0927402222854156	-0.0546151482048482	0.956445070249024	0.97511276966835
"ENSG00000127481"	5573.18769338183	-0.104473529679509	0.0976123756465956	-1.07028979663147	0.284488885713439	0.437953418977521
"ENSG00000127463"	1859.60681824513	-0.169480498518007	0.060940730416988	-2.78107100716275	0.00541798851768833	0.0232923960373131
"ENSG00000053372"	1237.62518519012	-0.227602228505801	0.0900014859470252	-2.5288718970681	0.0114429784291373	0.0405643307188579
"ENSG00000211454"	84.9885398989491	0.170254117609302	0.142240314991216	1.19694699508937	0.231327215182462	0.378225675887527
"ENSG00000162482"	88.3540307146514	-0.353963346992311	0.135206588589745	-2.61794451501425	0.00884611876861265	0.0334270360277789
"ENSG00000053371"	801.049610075556	-0.0874735362815166	0.0961849724202809	-0.909430382734846	0.363122990160684	0.518688332384599
"ENSG00000040487"	561.346541782877	-0.0169399437688246	0.0960341144720102	-0.176395064003655	0.859983582220678	0.912444578706626
"ENSG00000077549"	4601.34579573717	-0.0153442585703068	0.0579541106691548	-0.264765663611047	0.791189989623573	0.865401309277918
"ENSG00000173436"	2213.92493338445	0.0336927864694419	0.102060680032452	0.330125043834008	0.741305480778145	0.831218997176982
"ENSG00000158747"	2775.05129440167	-0.145282753912298	0.100035681317446	-1.45230933601849	0.146415612731753	0.27413695137687
"ENSG00000158748"	156.901895418059	-0.73504276751182	0.140913231407168	-5.21627926754384	1.82552882491388e-07	8.42943590221142e-06
"ENSG00000162542"	115.141820499343	0.0972718732234074	0.149652311125818	0.649985773635178	0.51570141109945	0.65779269930871
"ENSG00000169914"	1036.92838883767	-0.350699090202401	0.0974802216497509	-3.59764354519497	0.00032111328292193	0.00271426478806141
"ENSG00000127472"	146.763511796041	-0.559130203902482	0.186832395861155	-2.99268336909838	0.00276536486103064	0.0138649911978399
"ENSG00000162543"	453.084985919664	-0.0305675549426953	0.15709710108451	-0.194577460256581	0.845723749891265	0.90300046825244
"ENSG00000158816"	33.3089008490222	0.157474610435719	0.235656798616906	0.668237077648317	0.503982271223927	0.648237919308221
"ENSG00000162545"	29843.4770925282	0.116769118404293	0.114362267434349	1.02104584863469	0.307232717047521	0.461022131927109
"ENSG00000090432"	783.453456581468	-0.0971189044888499	0.0649775370328649	-1.4946535206425	0.135004890438464	0.259116014501489
"ENSG00000183114"	485.894500864663	-0.010633425458303	0.133258965189561	-0.079795197592724	0.936400143912046	0.961731022315116
"ENSG00000158825"	52.4560479820938	0.868956676977809	0.270955481625953	3.20700903249258	0.00134122784554934	0.00802027156126474
"ENSG00000158828"	6615.00161781254	-0.217810265386687	0.0828802248358918	-2.62801248208442	0.0085885364211591	0.0326544163072804
"ENSG00000244038"	1861.99094099972	-0.0445979791608147	0.0562305227244411	-0.793127593342286	0.427703487792795	0.580347694027821
"ENSG00000117245"	882.707344411217	-0.395383532379533	0.122819384084239	-3.21922744791122	0.00128536487226779	0.00776171972736245
"ENSG00000189410"	2081.94481651152	-0.434443825810636	0.130801754381612	-3.32139142830726	0.000895698231817056	0.00591604980882802
"ENSG00000127483"	4990.67112448172	0.34179203933478	0.10310355442886	3.31503643330367	0.000916311811048059	0.00601239964205324
"ENSG00000075151"	5350.01329114322	-0.0513380200822642	0.0874870294369299	-0.586807214882913	0.557333190662379	0.692951774954715
"ENSG00000117298"	2011.8552629636	0.126477281719541	0.133098728122876	0.950251617752335	0.341984416360212	0.49815719594474
"ENSG00000142794"	263.575716423617	-0.260762978274314	0.167054007604078	-1.56095015027911	0.118535513173677	0.23545068256096
"ENSG00000162551"	733.029071000868	0.437974783008557	0.168651612038796	2.59692022930564	0.00940637664059177	0.0349898822953732
"ENSG00000076864"	8691.35940966735	-0.431468696828584	0.105313331799012	-4.09699977636291	4.18539306769029e-05	0.00057130079243349
"ENSG00000090686"	2337.88529857683	-0.0441303905024311	0.0738581259400314	-0.597502169744497	0.550172158804704	0.686443644056782
"ENSG00000187942"	95.1365159639964	0.14162695940627	0.270832360096131	0.522932190806149	0.601021442193186	0.727918433883686
"ENSG00000142798"	402.127785135762	0.138955214557693	0.27964733436372	0.496894472010101	0.619263469977693	0.74209338276132
"ENSG00000070831"	5351.50396493858	-0.0843621591029427	0.0804311024318534	-1.04887483264848	0.29423573010442	0.448128537886106
"ENSG00000162552"	63.740898561235	0.23439032620734	0.152060892649038	1.54142411059181	0.123213599735109	0.242214509674823
"ENSG00000184677"	915.365388387175	0.154643282928026	0.0853963504133748	1.81088866420462	0.0701580876612735	0.159699070518057
"ENSG00000070886"	79.7722384249115	-0.2160456953978	0.16056148897271	-1.3455636017085	0.178443296761901	0.315303742587024
"ENSG00000173372"	835.062381075395	0.956597605615926	0.353051027141885	2.70951656297401	0.0067381340759389	0.027183830153914
"ENSG00000159189"	981.670863619421	0.578878063288745	0.370344902498292	1.56307825322752	0.118034189993602	0.234746608542707
"ENSG00000173369"	1394.86530134663	0.835334506091576	0.367870162908566	2.27073187857097	0.0231632139738323	0.0700152821780892
"ENSG00000133216"	524.332481236115	-0.285678362697492	0.0902295942211507	-3.16612709126565	0.0015448328170841	0.00892396376880099
